,TrainA,TrainB,TrainC,TrainHC
1261,7,10,5,-1
1262,3,8,1,-1
1263,0,6,1,-1
1264,4,3,14,8
1265,13,10,5,-1
1266,12,10,11,-1
1267,5,8,2,-1
1268,6,3,3,-1
1269,4,0,2,-1
1270,12,1,9,-1
1271,0,1,6,8
1272,4,1,3,-1
1273,1,1,4,-1
1274,10,7,1,-1
1275,10,0,9,-1
1276,3,9,1,-1
1277,10,7,3,-1
1278,10,1,9,8
1279,13,10,14,-1
1280,9,8,6,-1
1281,2,12,11,-1
1282,1,0,8,-1
1283,13,13,9,-1
1284,1,0,8,-1
1285,1,3,9,8
1286,13,1,6,-1
1287,11,5,12,-1
1288,7,7,9,-1
1289,11,8,9,-1
1290,9,7,3,-1
1291,13,6,11,-1
1292,6,13,5,7
1293,10,5,0,-1
1294,3,11,4,-1
1295,4,7,13,-1
1296,11,13,14,-1
1297,7,11,14,-1
1298,7,5,11,-1
1299,10,1,14,9
1300,0,10,6,-1
1301,7,1,11,-1
1302,5,11,11,-1
1303,5,9,11,-1
1304,8,11,3,-1
1305,5,13,8,-1
1306,11,3,3,7
1307,5,6,3,-1
1308,10,1,2,-1
1309,14,14,11,-1
1310,11,14,3,-1
1311,14,12,7,-1
1312,9,2,1,-1
1313,3,10,1,8
1314,1,12,3,-1
1315,5,7,0,-1
1316,9,8,5,-1
1317,9,5,13,-1
1318,5,5,6,-1
1319,2,9,6,-1
1320,14,10,13,6
1321,7,4,5,-1
1322,6,13,8,-1
1323,1,10,0,-1
1324,9,12,5,-1
1325,1,9,11,-1
1326,11,1,14,-1
1327,13,1,0,7
1328,2,3,6,-1
1329,13,10,7,-1
1330,12,5,6,-1
1331,4,14,12,-1
1332,11,12,13,-1
1333,12,5,8,-1
1334,9,3,5,8
1335,13,3,8,-1
1336,12,2,5,-1
1337,2,10,14,-1
1338,6,14,3,-1
1339,2,9,11,-1
1340,3,7,1,-1
1341,0,9,11,9
1342,10,9,10,-1
1343,1,9,5,-1
1344,1,6,14,-1
1345,6,6,1,-1
1346,8,7,10,-1
1347,9,4,0,-1
1348,1,13,13,6
1349,6,4,7,-1
1350,6,13,10,-1
1351,14,14,1,-1
1352,12,13,11,-1
1353,8,10,4,-1
1354,10,5,1,-1
1355,2,5,1,7
1356,4,6,1,-1
1357,10,5,11,-1
1358,8,8,0,-1
1359,13,11,14,-1
1360,5,8,1,-1
1361,9,1,2,-1
1362,10,11,2,7
1363,12,9,8,-1
1364,8,2,4,-1
1365,11,2,7,-1
1366,14,4,6,-1
1367,7,7,7,-1
1368,5,3,2,-1
1369,7,0,13,7
1370,4,11,9,-1
1371,0,3,3,-1
1372,9,3,13,-1
1373,7,5,12,-1
1374,10,7,11,-1
1375,7,14,10,-1
1376,11,8,7,9
1377,9,0,8,-1
1378,11,11,0,-1
1379,3,1,7,-1
1380,13,12,13,-1
1381,3,5,13,-1
1382,13,4,13,-1
1383,6,10,10,8
1384,6,5,12,-1
1385,10,11,13,-1
1386,10,7,4,-1
1387,11,4,5,-1
1388,9,0,1,-1
1389,14,13,11,-1
1390,2,4,11,7
1391,4,7,0,-1
1392,0,12,6,-1
1393,1,3,4,-1
1394,2,10,8,-1
1395,2,5,13,-1
1396,11,2,3,-1
1397,3,8,0,8
1398,0,10,6,-1
1399,2,2,5,-1
1400,7,3,8,-1
1401,7,8,14,-1
1402,8,1,4,-1
1403,1,8,6,-1
1404,6,3,4,6
1405,13,7,5,-1
1406,3,14,2,-1
1407,11,8,9,-1
1408,3,10,2,-1
1409,9,3,11,-1
1410,13,6,10,-1
1411,5,2,0,7
1412,12,5,0,-1
1413,10,14,4,-1
1414,5,2,0,-1
1415,5,6,0,-1
1416,10,6,9,-1
1417,10,10,4,-1
1418,8,1,0,8
1419,13,6,6,-1
1420,13,12,11,-1
1421,5,6,3,-1
1422,0,11,11,-1
1423,5,5,2,-1
1424,7,10,13,-1
1425,9,4,5,8
1426,0,13,3,-1
1427,10,9,4,-1
1428,6,8,4,-1
1429,2,1,6,-1
1430,14,10,5,-1
1431,14,3,2,-1
1432,4,8,3,6
1433,12,11,0,-1
1434,9,4,3,-1
1435,2,13,6,-1
1436,5,3,9,-1
1437,2,1,8,-1
1438,5,13,9,-1
1439,14,10,10,9
1440,11,7,12,-1
1441,3,2,13,-1
1442,13,14,12,-1
1443,4,13,4,-1
1444,9,3,2,-1
1445,3,13,4,-1
1446,0,6,5,7
1447,5,14,10,-1
1448,12,10,3,-1
1449,14,1,14,-1
1450,12,2,9,-1
1451,10,9,7,-1
1452,8,0,0,-1
1453,3,0,3,7
1454,8,1,5,-1
1455,3,1,11,-1
1456,5,3,10,-1
1457,5,13,12,-1
1458,1,1,11,-1
1459,10,3,13,-1
1460,14,13,14,6
1461,4,3,6,-1
1462,14,0,9,-1
1463,9,12,2,-1
1464,12,11,0,-1
1465,7,2,0,-1
1466,10,11,0,-1
1467,4,4,5,6
1468,14,6,14,-1
1469,6,12,1,-1
1470,3,6,13,-1
1471,8,2,4,-1
1472,7,4,5,-1
1473,14,8,13,-1
1474,2,7,9,7
1475,3,3,10,-1
1476,14,14,8,-1
1477,1,13,12,-1
1478,14,14,14,-1
1479,3,0,14,-1
1480,0,13,13,-1
1481,5,14,3,7
1482,1,3,9,-1
1483,8,3,3,-1
1484,6,1,1,-1
1485,5,0,11,-1
1486,14,10,8,-1
1487,13,7,14,-1
1488,2,13,13,8
1489,3,12,5,-1
1490,10,5,3,-1
1491,9,7,7,-1
1492,6,2,10,-1
1493,1,3,0,-1
1494,0,4,13,-1
1495,6,10,0,7
1496,7,0,7,-1
1497,6,11,12,-1
1498,8,2,0,-1
1499,10,0,14,-1
1500,9,13,7,-1
1501,13,12,11,-1
1502,3,11,1,7
1503,2,3,8,-1
1504,14,9,6,-1
1505,11,9,8,-1
1506,13,14,11,-1
1507,2,1,5,-1
1508,3,2,5,-1
1509,10,3,3,7
1510,7,0,4,-1
1511,5,3,9,-1
1512,8,14,5,-1
1513,7,11,7,-1
1514,5,6,5,-1
1515,4,6,8,-1
1516,9,8,11,8
1517,3,6,2,-1
1518,11,1,5,-1
1519,4,13,7,-1
1520,3,0,14,-1
1521,7,4,6,-1
1522,2,11,9,-1
1523,3,2,10,7
1524,7,1,14,-1
1525,13,2,14,-1
1526,13,7,12,-1
1527,2,3,5,-1
1528,0,6,10,-1
1529,1,14,4,-1
1530,12,3,6,8
1531,4,13,8,-1
1532,6,2,4,-1
1533,13,9,6,-1
1534,12,0,13,-1
1535,13,14,1,-1
1536,9,5,5,-1
1537,10,11,3,9
1538,14,3,6,-1
1539,11,2,5,-1
1540,8,12,9,-1
1541,4,2,14,-1
1542,5,7,10,-1
1543,1,14,3,-1
1544,6,14,1,9
1545,10,2,5,-1
1546,2,4,2,-1
1547,11,8,1,-1
1548,3,14,1,-1
1549,0,14,9,-1
1550,8,5,2,-1
1551,14,7,2,7
1552,11,11,6,-1
1553,8,2,0,-1
1554,11,10,8,-1
1555,6,8,10,-1
1556,12,4,13,-1
1557,2,10,10,-1
1558,7,2,12,7
1559,3,3,0,-1
1560,4,2,11,-1
1561,14,4,7,-1
1562,8,6,12,-1
1563,7,3,7,-1
1564,4,13,8,-1
1565,9,1,4,7
1566,13,1,2,-1
1567,14,2,9,-1
1568,9,8,6,-1
1569,11,6,0,-1
1570,9,10,3,-1
1571,14,14,7,-1
1572,5,2,1,7
1573,9,10,3,-1
1574,13,8,3,-1
1575,4,8,1,-1
1576,8,11,9,-1
1577,10,5,6,-1
1578,11,9,7,-1
1579,14,14,7,9
1580,9,3,8,-1
1581,9,0,13,-1
1582,11,8,4,-1
1583,2,5,13,-1
1584,6,6,5,-1
1585,12,10,10,-1
1586,12,0,13,7
1587,7,11,11,-1
1588,8,4,7,-1
1589,11,2,12,-1
1590,3,7,5,-1
1591,9,9,6,-1
1592,4,4,9,-1
1593,14,0,4,6
1594,7,13,12,-1
1595,9,2,10,-1
1596,9,9,9,-1
1597,3,8,0,-1
1598,8,12,3,-1
1599,9,14,8,-1
1600,1,5,14,6
1601,9,4,2,-1
1602,5,12,7,-1
1603,9,12,2,-1
1604,8,8,14,-1
1605,13,7,11,-1
1606,11,8,12,-1
1607,10,13,12,6
1608,14,10,1,-1
1609,8,4,4,-1
1610,12,5,7,-1
1611,3,1,9,-1
1612,13,10,4,-1
1613,9,1,0,-1
1614,6,3,0,8
1615,2,8,0,-1
1616,8,2,1,-1
1617,10,11,10,-1
1618,13,3,8,-1
1619,10,14,2,-1
1620,8,5,13,-1
1621,0,7,7,8
1622,13,5,10,-1
1623,1,11,1,-1
1624,13,7,14,-1
1625,5,11,12,-1
1626,6,4,4,-1
1627,8,11,12,-1
1628,1,9,4,8
1629,4,8,14,-1
1630,13,11,7,-1
1631,13,8,8,-1
1632,7,1,9,-1
1633,9,11,8,-1
1634,13,3,1,-1
1635,5,0,5,7
1636,12,5,9,-1
1637,9,9,0,-1
1638,10,5,7,-1
1639,2,8,12,-1
1640,13,4,6,-1
1641,2,5,1,-1
1642,3,10,14,9
1643,12,3,2,-1
1644,6,7,8,-1
1645,12,2,2,-1
1646,8,11,8,-1
1647,9,14,13,-1
1648,1,6,13,-1
1649,8,12,9,7
1650,8,10,3,-1
1651,2,11,0,-1
1652,0,13,10,-1
1653,0,7,2,-1
1654,10,1,0,-1
1655,2,3,4,-1
1656,9,14,10,9
1657,11,14,5,-1
1658,6,10,4,-1
1659,9,4,3,-1
1660,5,12,3,-1
1661,4,7,3,-1
1662,4,12,3,-1
1663,8,5,13,8
1664,12,13,14,-1
1665,2,8,3,-1
1666,14,11,5,-1
1667,7,8,11,-1
1668,9,0,14,-1
1669,6,11,6,-1
1670,0,3,1,6
1671,5,2,2,-1
1672,4,7,10,-1
1673,0,0,2,-1
1674,2,9,7,-1
1675,0,0,10,-1
1676,4,10,2,-1
1677,9,14,5,9
1678,9,5,10,-1
1679,10,12,12,-1
1680,14,1,1,-1
1681,0,0,10,-1
1682,1,0,1,-1
1683,3,7,12,-1
1684,4,10,0,6
1685,4,0,9,-1
1686,8,6,3,-1
1687,12,8,7,-1
1688,3,2,11,-1
1689,11,2,13,-1
1690,13,13,9,-1
1691,2,3,6,8
1692,9,14,11,-1
1693,14,6,12,-1
1694,9,1,10,-1
1695,1,11,11,-1
1696,0,3,5,-1
1697,13,4,13,-1
1698,4,14,11,6
1699,12,4,11,-1
1700,12,9,12,-1
1701,11,9,4,-1
1702,13,6,8,-1
1703,4,4,11,-1
1704,14,13,13,-1
1705,7,10,14,7
1706,10,6,3,-1
1707,1,13,3,-1
1708,5,4,10,-1
1709,4,13,11,-1
1710,8,2,3,-1
1711,6,6,1,-1
1712,14,11,4,6
1713,0,2,3,-1
1714,2,5,2,-1
1715,11,4,0,-1
1716,2,4,1,-1
1717,7,13,5,-1
1718,2,5,11,-1
1719,0,13,1,7
1720,4,0,12,-1
1721,9,12,12,-1
1722,13,11,8,-1
1723,9,11,9,-1
1724,11,0,7,-1
1725,8,7,11,-1
1726,12,9,2,7
1727,10,8,5,-1
1728,0,11,14,-1
1729,4,2,11,-1
1730,1,13,2,-1
1731,7,12,4,-1
1732,0,5,6,-1
1733,13,7,1,9
1734,14,13,14,-1
1735,7,14,9,-1
1736,4,7,8,-1
1737,6,14,6,-1
1738,11,10,12,-1
1739,12,8,6,-1
1740,7,8,8,6
1741,3,7,12,-1
1742,5,2,13,-1
1743,5,11,10,-1
1744,7,2,6,-1
1745,8,7,8,-1
1746,9,3,5,-1
1747,6,1,14,9
1748,7,1,3,-1
1749,8,14,3,-1
1750,7,3,8,-1
1751,5,12,8,-1
1752,12,7,4,-1
1753,12,1,10,-1
1754,9,13,2,7
1755,5,3,13,-1
1756,5,10,11,-1
1757,10,1,2,-1
1758,7,12,10,-1
1759,12,12,3,-1
1760,5,9,6,-1
1761,8,8,5,8
1762,5,9,5,-1
1763,12,0,6,-1
1764,7,13,12,-1
1765,7,10,0,-1
1766,5,4,9,-1
1767,14,0,11,-1
1768,8,10,9,6
1769,4,4,6,-1
1770,8,12,0,-1
1771,13,12,10,-1
1772,1,13,11,-1
1773,4,7,1,-1
1774,13,9,6,-1
1775,6,4,5,9
1776,3,7,2,-1
1777,2,4,14,-1
1778,3,6,11,-1
1779,1,14,6,-1
1780,11,2,13,-1
1781,10,11,8,-1
1782,12,5,4,8
1783,2,9,12,-1
1784,6,12,9,-1
1785,1,11,4,-1
1786,7,2,3,-1
1787,6,5,0,-1
1788,2,0,9,-1
1789,6,13,11,9
1790,14,10,11,-1
1791,13,4,1,-1
1792,5,2,11,-1
1793,5,0,7,-1
1794,3,1,13,-1
1795,8,3,12,-1
1796,13,13,7,7
1797,6,0,14,-1
1798,10,3,6,-1
1799,7,4,5,-1
1800,13,2,7,-1
1801,13,10,6,-1
1802,14,10,9,-1
1803,7,14,7,7
1804,9,1,4,-1
1805,0,13,6,-1
1806,6,11,9,-1
1807,11,6,11,-1
1808,5,10,5,-1
1809,6,6,4,-1
1810,4,12,6,9
1811,14,1,10,-1
1812,10,8,3,-1
1813,7,5,3,-1
1814,10,13,12,-1
1815,7,10,9,-1
1816,13,1,12,-1
1817,14,8,1,8
1818,6,1,6,-1
1819,5,13,14,-1
1820,13,5,4,-1
1821,0,0,13,-1
1822,3,12,1,-1
1823,1,3,13,-1
1824,13,9,10,8
1825,9,5,1,-1
1826,4,4,12,-1
1827,3,9,5,-1
1828,7,11,7,-1
1829,4,7,3,-1
1830,1,11,5,-1
1831,5,0,5,9
1832,7,4,6,-1
1833,5,14,13,-1
1834,3,2,5,-1
1835,7,4,5,-1
1836,5,13,13,-1
1837,8,10,4,-1
1838,8,0,12,9
1839,10,9,2,-1
1840,9,6,11,-1
1841,14,14,12,-1
1842,1,8,3,-1
1843,13,7,6,-1
1844,14,4,2,-1
1845,13,8,11,7
1846,10,3,6,-1
1847,9,1,4,-1
1848,14,8,4,-1
1849,3,10,0,-1
1850,5,5,2,-1
1851,6,5,10,-1
1852,7,13,7,9
1853,13,8,12,-1
1854,10,14,2,-1
1855,14,9,10,-1
1856,8,0,7,-1
1857,13,9,10,-1
1858,0,3,4,-1
1859,9,11,14,7
1860,5,1,14,-1
1861,13,8,8,-1
1862,10,13,9,-1
1863,7,9,12,-1
1864,2,0,14,-1
1865,11,13,5,-1
1866,14,6,11,7
1867,9,9,7,-1
1868,10,1,5,-1
1869,2,11,7,-1
1870,2,2,10,-1
1871,13,5,0,-1
1872,4,3,12,-1
1873,0,12,7,9
1874,3,9,13,-1
1875,11,5,2,-1
1876,9,11,1,-1
1877,0,5,14,-1
1878,7,8,5,-1
1879,2,5,14,-1
1880,1,3,10,6
1881,6,5,11,-1
1882,13,12,4,-1
1883,9,11,6,-1
1884,12,11,10,-1
1885,4,14,3,-1
1886,12,6,8,-1
1887,0,10,2,8
1888,9,7,0,-1
1889,10,12,5,-1
1890,11,0,11,-1
1891,14,3,12,-1
1892,10,14,7,-1
1893,5,7,7,-1
1894,0,13,2,7
1895,9,11,9,-1
1896,12,7,8,-1
1897,5,6,13,-1
1898,8,7,3,-1
1899,3,4,9,-1
1900,5,1,1,-1
1901,14,10,10,9
1902,10,1,5,-1
1903,7,12,9,-1
1904,11,8,1,-1
1905,1,7,13,-1
1906,13,10,14,-1
1907,11,11,4,-1
1908,12,12,12,6
1909,12,13,3,-1
1910,12,1,11,-1
1911,12,0,10,-1
1912,9,12,12,-1
1913,10,1,7,-1
1914,2,6,6,-1
1915,4,1,5,8
1916,12,10,11,-1
1917,5,9,11,-1
1918,9,9,1,-1
1919,4,9,13,-1
1920,1,14,12,-1
1921,13,1,3,-1
1922,11,5,0,9
1923,8,13,14,-1
1924,14,3,10,-1
1925,4,12,8,-1
1926,2,3,1,-1
1927,3,7,1,-1
1928,4,4,3,-1
1929,6,3,7,7
1930,14,8,10,-1
1931,9,0,14,-1
1932,11,13,10,-1
1933,5,4,8,-1
1934,4,7,11,-1
1935,4,3,8,-1
1936,11,14,2,7
1937,13,5,14,-1
1938,12,0,1,-1
1939,0,3,8,-1
1940,8,13,6,-1
1941,10,8,2,-1
1942,2,6,3,-1
1943,1,7,3,9
1944,9,8,14,-1
1945,4,2,13,-1
1946,6,9,3,-1
1947,5,2,11,-1
1948,5,12,0,-1
1949,14,1,9,-1
1950,8,11,5,7
1951,4,4,5,-1
1952,14,4,5,-1
1953,12,6,11,-1
1954,14,8,7,-1
1955,2,14,2,-1
1956,4,14,12,-1
1957,4,5,6,7
1958,10,8,3,-1
1959,9,11,4,-1
1960,12,7,10,-1
1961,3,8,6,-1
1962,2,4,8,-1
1963,1,7,4,-1
1964,0,1,13,8
1965,3,6,11,-1
1966,13,2,3,-1
1967,7,11,2,-1
1968,1,12,7,-1
1969,12,8,10,-1
1970,3,6,0,-1
1971,2,7,4,8
1972,14,13,9,-1
1973,2,0,3,-1
1974,11,14,10,-1
1975,12,7,11,-1
1976,5,8,12,-1
1977,10,1,1,-1
1978,4,10,9,7
1979,0,11,1,-1
1980,8,12,11,-1
1981,2,5,14,-1
1982,14,5,0,-1
1983,11,1,12,-1
1984,9,13,8,-1
1985,13,1,9,9
1986,2,6,10,-1
1987,5,1,5,-1
1988,7,9,5,-1
1989,9,2,12,-1
1990,5,6,13,-1
1991,3,12,8,-1
1992,13,13,0,7
1993,13,1,10,-1
1994,13,12,0,-1
1995,4,2,2,-1
1996,6,6,6,-1
1997,4,11,8,-1
1998,8,2,4,-1
1999,14,0,0,7
2000,10,8,3,-1
2001,5,10,2,-1
2002,0,2,11,-1
2003,4,5,13,-1
2004,0,6,11,-1
2005,8,11,3,-1
2006,0,13,10,9
2007,2,5,6,-1
2008,7,14,10,-1
2009,1,3,1,-1
2010,11,13,13,-1
2011,10,6,9,-1
2012,4,13,2,-1
2013,0,4,3,9
2014,14,12,6,-1
2015,3,8,4,-1
2016,14,10,11,-1
2017,8,8,10,-1
2018,1,8,3,-1
2019,3,3,13,-1
2020,7,4,0,6
2021,7,4,1,-1
2022,14,5,2,-1
2023,10,1,5,-1
2024,13,11,10,-1
2025,5,7,14,-1
2026,10,12,14,-1
2027,5,14,2,7
2028,0,13,6,-1
2029,0,0,9,-1
2030,7,1,9,-1
2031,6,11,9,-1
2032,4,13,1,-1
2033,14,8,9,-1
2034,13,11,8,8
2035,14,1,9,-1
2036,7,3,11,-1
2037,12,12,13,-1
2038,2,5,9,-1
2039,0,3,5,-1
2040,0,14,0,-1
2041,5,4,6,9
2042,14,8,7,-1
2043,13,0,1,-1
2044,5,11,12,-1
2045,6,9,14,-1
2046,10,13,2,-1
2047,3,7,2,-1
2048,13,10,2,7
2049,8,9,0,-1
2050,13,0,7,-1
2051,4,14,13,-1
2052,5,8,2,-1
2053,11,3,5,-1
2054,13,9,0,-1
2055,14,2,10,9
2056,4,9,6,-1
2057,7,5,9,-1
2058,1,3,5,-1
2059,11,12,12,-1
2060,2,0,2,-1
2061,3,4,6,-1
2062,7,2,7,7
2063,8,0,11,-1
2064,8,11,13,-1
2065,5,7,1,-1
2066,4,12,1,-1
2067,12,7,7,-1
2068,3,0,11,-1
2069,2,11,11,6
2070,7,0,11,-1
2071,5,10,4,-1
2072,9,5,10,-1
2073,5,3,3,-1
2074,13,6,8,-1
2075,12,6,8,-1
2076,0,10,8,9
2077,12,5,9,-1
2078,1,11,3,-1
2079,10,11,12,-1
2080,1,2,7,-1
2081,6,6,1,-1
2082,13,6,14,-1
2083,6,13,4,8
2084,14,4,1,-1
2085,4,8,10,-1
2086,0,12,0,-1
2087,0,5,9,-1
2088,14,11,4,-1
2089,6,10,11,-1
2090,4,12,9,9
2091,0,4,9,-1
2092,5,0,1,-1
2093,14,13,11,-1
2094,14,2,9,-1
2095,2,8,7,-1
2096,1,3,3,-1
2097,8,0,4,8
2098,9,0,14,-1
2099,2,14,10,-1
2100,0,5,9,-1
2101,5,14,4,-1
2102,0,3,0,-1
2103,3,14,14,-1
2104,9,5,10,9
2105,11,1,10,-1
2106,1,6,2,-1
2107,8,7,6,-1
2108,7,8,7,-1
2109,6,3,6,-1
2110,4,8,9,-1
2111,0,0,0,9
2112,1,4,9,-1
2113,10,1,8,-1
2114,3,3,9,-1
2115,8,5,1,-1
2116,5,10,10,-1
2117,13,6,4,-1
2118,11,6,6,7
2119,10,14,4,-1
2120,12,8,1,-1
2121,2,8,7,-1
2122,2,13,6,-1
2123,2,10,14,-1
2124,12,5,11,-1
2125,6,13,3,6
2126,3,11,12,-1
2127,1,3,6,-1
2128,1,11,7,-1
2129,0,5,10,-1
2130,1,5,13,-1
2131,7,4,12,-1
2132,4,10,0,9
2133,12,3,8,-1
2134,5,11,9,-1
2135,8,9,7,-1
2136,13,14,3,-1
2137,12,0,0,-1
2138,4,3,5,-1
2139,0,0,6,9
2140,8,5,6,-1
2141,0,3,14,-1
2142,4,2,10,-1
2143,7,14,7,-1
2144,6,6,9,-1
2145,0,10,7,-1
2146,5,1,6,6
2147,0,11,6,-1
2148,5,3,8,-1
2149,3,9,9,-1
2150,6,14,2,-1
2151,7,9,10,-1
2152,3,9,4,-1
2153,11,10,5,6
2154,12,8,7,-1
2155,7,3,10,-1
2156,13,0,9,-1
2157,3,6,11,-1
2158,12,8,9,-1
2159,12,14,11,-1
2160,14,7,8,6
2161,9,6,3,-1
2162,4,13,11,-1
2163,12,0,0,-1
2164,11,0,9,-1
2165,12,7,5,-1
2166,8,14,14,-1
2167,3,9,6,9
2168,0,8,3,-1
2169,4,11,12,-1
2170,2,6,7,-1
2171,2,14,4,-1
2172,13,14,2,-1
2173,1,1,1,-1
2174,2,12,2,8
2175,10,5,13,-1
2176,3,8,4,-1
2177,9,9,12,-1
2178,3,11,4,-1
2179,7,11,8,-1
2180,8,8,11,-1
2181,12,3,3,6
2182,12,11,13,-1
2183,5,1,5,-1
2184,13,12,10,-1
2185,9,12,2,-1
2186,14,5,0,-1
2187,3,12,5,-1
2188,11,0,6,6
2189,5,0,6,-1
2190,11,8,12,-1
2191,5,11,10,-1
2192,13,8,8,-1
2193,1,6,2,-1
2194,4,6,8,-1
2195,12,7,1,7
2196,8,6,8,-1
2197,10,10,5,-1
2198,5,1,14,-1
2199,12,14,13,-1
2200,4,7,8,-1
2201,2,10,9,-1
2202,5,11,3,9
2203,8,13,13,-1
2204,7,9,3,-1
2205,3,3,9,-1
2206,10,6,10,-1
2207,4,2,3,-1
2208,6,5,8,-1
2209,9,4,10,7
2210,10,12,14,-1
2211,14,8,9,-1
2212,14,12,5,-1
2213,6,6,10,-1
2214,5,2,2,-1
2215,13,10,4,-1
2216,5,1,14,7
2217,4,3,9,-1
2218,14,4,4,-1
2219,10,5,9,-1
2220,0,9,6,-1
2221,0,1,7,-1
2222,6,4,11,-1
2223,5,10,6,8
2224,1,2,3,-1
2225,8,10,1,-1
2226,4,8,6,-1
2227,10,11,3,-1
2228,12,10,7,-1
2229,8,8,8,-1
2230,13,14,7,7
2231,9,7,10,-1
2232,10,1,11,-1
2233,14,4,12,-1
2234,7,3,1,-1
2235,5,3,6,-1
2236,7,10,2,-1
2237,4,8,7,7
2238,4,9,6,-1
2239,4,5,7,-1
2240,8,6,3,-1
2241,1,7,8,-1
2242,6,10,10,-1
2243,13,0,4,-1
2244,14,3,12,9
2245,11,6,7,-1
2246,12,11,9,-1
2247,11,14,12,-1
2248,7,11,10,-1
2249,6,10,5,-1
2250,3,10,12,-1
2251,7,4,11,9
2252,10,14,11,-1
2253,6,5,0,-1
2254,6,7,12,-1
2255,6,6,4,-1
2256,7,6,5,-1
2257,3,5,1,-1
2258,8,13,12,7
2259,11,0,4,-1
2260,6,3,9,-1
2261,7,14,0,-1
2262,3,8,8,-1
2263,8,12,14,-1
2264,8,12,10,-1
2265,3,2,11,8
2266,12,12,3,-1
2267,6,0,3,-1
2268,1,13,0,-1
2269,9,13,10,-1
2270,13,13,6,-1
2271,10,3,6,-1
2272,5,2,0,9
2273,1,10,11,-1
2274,9,12,1,-1
2275,5,6,9,-1
2276,0,3,11,-1
2277,12,4,6,-1
2278,1,5,8,-1
2279,10,13,1,7
2280,9,1,14,-1
2281,10,7,3,-1
2282,14,1,3,-1
2283,0,11,9,-1
2284,2,10,11,-1
2285,3,2,2,-1
2286,6,6,11,6
2287,12,7,1,-1
2288,1,9,10,-1
2289,0,8,2,-1
2290,13,9,1,-1
2291,13,5,1,-1
2292,11,8,13,-1
2293,8,2,13,9
2294,11,11,11,-1
2295,14,2,1,-1
2296,2,12,5,-1
2297,1,1,7,-1
2298,4,5,9,-1
2299,12,8,8,-1
2300,14,13,13,9
2301,13,9,3,-1
2302,12,1,6,-1
2303,8,0,8,-1
2304,5,9,13,-1
2305,5,10,4,-1
2306,5,0,8,-1
2307,10,10,3,8
2308,12,12,3,-1
2309,5,8,0,-1
2310,12,3,7,-1
2311,7,9,1,-1
2312,13,2,6,-1
2313,0,10,12,-1
2314,4,4,0,7
2315,11,0,1,-1
2316,8,7,14,-1
2317,9,8,12,-1
2318,4,2,4,-1
2319,6,7,10,-1
2320,12,7,9,-1
2321,8,1,6,8
2322,7,11,13,-1
2323,13,3,12,-1
2324,8,10,11,-1
2325,11,13,8,-1
2326,13,10,2,-1
2327,11,3,10,-1
2328,2,12,9,9
2329,11,0,1,-1
2330,12,7,1,-1
2331,3,1,12,-1
2332,0,10,0,-1
2333,6,6,7,-1
2334,6,7,0,-1
2335,6,10,12,8
2336,12,5,6,-1
2337,12,5,7,-1
2338,14,4,5,-1
2339,13,4,13,-1
2340,9,11,3,-1
2341,14,2,2,-1
2342,4,3,6,7
2343,6,0,1,-1
2344,12,4,4,-1
2345,4,5,14,-1
2346,10,8,3,-1
2347,2,13,11,-1
2348,13,14,4,-1
2349,10,14,9,9
2350,2,6,4,-1
2351,7,4,13,-1
2352,9,14,1,-1
2353,7,10,12,-1
2354,11,12,7,-1
2355,4,5,11,-1
2356,12,13,10,6
2357,4,2,7,-1
2358,3,0,13,-1
2359,3,13,4,-1
2360,13,10,12,-1
2361,7,2,7,-1
2362,6,14,12,-1
2363,9,5,4,8
2364,8,2,4,-1
2365,0,5,8,-1
2366,5,10,6,-1
2367,4,14,6,-1
2368,2,12,8,-1
2369,8,0,9,-1
2370,6,9,3,9
2371,5,11,5,-1
2372,1,10,8,-1
2373,0,0,14,-1
2374,3,11,14,-1
2375,9,2,14,-1
2376,5,7,12,-1
2377,14,11,5,8
2378,12,14,9,-1
2379,6,8,12,-1
2380,11,10,4,-1
2381,5,2,14,-1
2382,2,4,5,-1
2383,6,9,6,-1
2384,12,1,12,7
2385,3,14,1,-1
2386,12,2,12,-1
2387,0,14,8,-1
2388,11,0,12,-1
2389,2,13,14,-1
2390,12,13,7,-1
2391,6,13,4,7
2392,7,0,13,-1
2393,9,6,12,-1
2394,2,6,6,-1
2395,14,0,12,-1
2396,2,3,13,-1
2397,4,9,9,-1
2398,13,0,12,8
2399,8,1,14,-1
2400,1,9,5,-1
2401,8,5,0,-1
2402,8,5,13,-1
2403,6,13,2,-1
2404,1,0,7,-1
2405,11,11,2,7
2406,0,2,3,-1
2407,9,3,10,-1
2408,8,7,3,-1
2409,10,1,12,-1
2410,10,1,12,-1
2411,1,14,6,-1
2412,10,12,5,7
2413,2,1,2,-1
2414,8,11,10,-1
2415,3,3,9,-1
2416,6,10,3,-1
2417,3,10,8,-1
2418,11,11,9,-1
2419,8,4,5,6
2420,6,12,7,-1
2421,11,12,5,-1
2422,8,13,14,-1
2423,5,6,9,-1
2424,1,12,7,-1
2425,3,13,2,-1
2426,6,5,6,8
2427,12,13,2,-1
2428,13,9,8,-1
2429,11,2,6,-1
2430,13,8,13,-1
2431,11,1,1,-1
2432,3,13,6,-1
2433,5,12,0,6
2434,5,3,13,-1
2435,3,9,10,-1
2436,11,1,3,-1
2437,6,12,8,-1
2438,7,9,4,-1
